bloco,nurse,target,tempo,altura_rii,folhas_rii,folhas_imp,altura_imp
71,mofumbo,angico,7,0.16,-0.6,-0.15,0.142857143
71,mofumbo,angico,8,0.191489362,0.5,0.4,0.15
71,mofumbo,angico,9,0.16,0,0,0.137931034
71,mofumbo,aroeira,1,0.035294118,0.043478261,0.090909091,0.333333333
71,mofumbo,aroeira,2,0.046511628,0.083333333,0.111111111,0.4
71,mofumbo,aroeira,3,0.047619048,0,0,0.333333333
71,mofumbo,aroeira,4,0.023809524,-0.333333333,-0.1,0.222222222
71,mofumbo,aroeira,6,0.047619048,0,0,0.363636364
71,mofumbo,aroeira,7,0.035294118,0,0,0.333333333
71,mofumbo,aroeira,8,0.047619048,0,0,0.333333333
71,mofumbo,aroeira,9,0,0,0,0
71,mofumbo,cating,1,0.153846154,0,0,0.140350877
71,mofumbo,cating,2,0.176470588,0,0,0.155172414
71,mofumbo,cating,3,0.16,-0.6,-0.25,0.13559322
71,mofumbo,cating,4,0.16,-0.333333333,-0.222222222,0.137931034
71,mofumbo,cating,6,0.16,-0.5,-0.4,0.145454545
71,mofumbo,cating,7,0.16,-0.6,-0.15,0.142857143
71,mofumbo,cating,8,0.191489362,0.5,0.4,0.15
71,mofumbo,cating,9,0.16,0,0,0.137931034
119,mofumbo,angico,1,0.063829787,0.142857143,0.083333333,0.057692308
119,mofumbo,angico,2,0.021276596,0,0,0.020833333
119,mofumbo,angico,3,0.066666667,0,0,0.055555556
119,mofumbo,angico,4,0.106382979,0,0,0.090909091
119,mofumbo,angico,6,0.066666667,-0.333333333,-0.2,0.06
119,mofumbo,angico,7,1,1,0.045454545,0.265957447
119,mofumbo,angico,8,1,1,0.2,0.263157895
119,mofumbo,angico,9,1,1,0.037037037,0.244680851
119,mofumbo,aroeira,1,0.096774194,0.259259259,0.388888889,0.24
119,mofumbo,aroeira,2,0.111111111,0.25,0.25,0.269230769
119,mofumbo,aroeira,3,0.142857143,0.142857143,0.083333333,0.25
119,mofumbo,aroeira,4,0.129032258,0.076923077,0.166666667,0.275862069
119,mofumbo,aroeira,6,0.129032258,0,0,0.285714286
119,mofumbo,aroeira,7,0.129032258,0,0,0.285714286
119,mofumbo,aroeira,8,0.129032258,0,0,0.275862069
119,mofumbo,aroeira,9,0.147540984,0,0,0.236842105
119,mofumbo,cating,1,0.063829787,0.142857143,0.083333333,0.057692308
119,mofumbo,cating,2,0.021276596,0,0,0.020833333
119,mofumbo,cating,3,0.066666667,0,0,0.055555556
119,mofumbo,cating,4,0.106382979,0,0,0.090909091
119,mofumbo,cating,6,0.066666667,-0.333333333,-0.2,0.06
119,mofumbo,cating,7,1,1,0.045454545,0.265957447
119,mofumbo,cating,8,1,1,0.2,0.263157895
119,mofumbo,cating,9,1,1,0.037037037,0.244680851
137,mofumbo,angico,1,-0.056603774,0,0,-0.065217391
137,mofumbo,angico,2,-0.058823529,0,0,-0.065217391
137,mofumbo,angico,3,-0.06122449,0,0,-0.06122449
137,mofumbo,angico,4,-0.04,0,0,-0.042553191
137,mofumbo,angico,6,-0.04,0,0,-0.045454545
137,mofumbo,angico,7,-0.04,0,0,-0.044444444
137,mofumbo,angico,8,-0.04,0,0,-0.043478261
137,mofumbo,angico,9,0,0,0,0
137,mofumbo,aroeira,1,0.130434783,0.052631579,0.076923077,0.346153846
137,mofumbo,aroeira,2,0.147058824,0,0,0.357142857
137,mofumbo,aroeira,3,0.15942029,-0.058823529,-0.029411765,0.366666667
137,mofumbo,aroeira,4,-1,-1,-0.636363636,-0.604166667
137,mofumbo,aroeira,6,-1,-1,-0.125,-0.638297872
137,mofumbo,aroeira,7,-1,-1,-0.142857143,-0.638297872
137,mofumbo,aroeira,8,-1,-1,-0.111111111,-0.625
137,mofumbo,aroeira,9,-1,-1,-0.25,-0.527272727
137,mofumbo,cating,1,-0.056603774,0,0,-0.065217391
137,mofumbo,cating,2,-0.058823529,0,0,-0.065217391
137,mofumbo,cating,3,-0.06122449,0,0,-0.06122449
137,mofumbo,cating,4,-0.04,0,0,-0.042553191
137,mofumbo,cating,6,-0.04,0,0,-0.045454545
137,mofumbo,cating,7,-0.04,0,0,-0.044444444
137,mofumbo,cating,8,-0.04,0,0,-0.043478261
137,mofumbo,cating,9,0,0,0,0
69,mororo,angico,1,0.135135135,0.428571429,0.2,0.083333333
69,mororo,angico,2,0.189189189,0.111111111,0.071428571,0.112903226
69,mororo,angico,3,0.166666667,0.25,0.166666667,0.095238095
69,mororo,angico,4,0.166666667,0.142857143,0.111111111,0.096774194
69,mororo,angico,6,0.210526316,0.142857143,0.25,0.131147541
69,mororo,angico,7,-0.063829787,0,0,-0.063829787
69,mororo,angico,8,0.189189189,-0.333333333,-0.333333333,0.112903226
69,mororo,angico,9,0.210526316,-0.333333333,-0.04,0.125
69,mororo,aroeira,1,0.060240964,-0.181818182,-0.333333333,0.384615385
69,mororo,aroeira,2,0.084337349,-0.2,-0.294117647,0.4375
69,mororo,aroeira,3,0.084337349,0.75,0.127659574,0.411764706
69,mororo,aroeira,4,0.036144578,0,0,0.272727273
69,mororo,aroeira,6,0.061728395,-0.2,-0.166666667,0.357142857
69,mororo,aroeira,7,0.048780488,0,0,0.333333333
69,mororo,aroeira,8,0.048780488,0,0,0.307692308
69,mororo,aroeira,9,0.048780488,0,0,0.2
69,mororo,cating,1,0.135135135,0.428571429,0.2,0.083333333
69,mororo,cating,2,0.189189189,0.111111111,0.071428571,0.112903226
69,mororo,cating,3,0.166666667,0.25,0.166666667,0.095238095
69,mororo,cating,4,0.166666667,0.142857143,0.111111111,0.096774194
69,mororo,cating,6,0.210526316,0.142857143,0.25,0.131147541
69,mororo,cating,7,-0.063829787,0,0,-0.063829787
69,mororo,cating,8,0.189189189,-0.333333333,-0.333333333,0.112903226
69,mororo,cating,9,0.210526316,-0.333333333,-0.04,0.125
79,mororo,angico,1,0.015873016,0.166666667,0.181818182,0.024390244
79,mororo,angico,2,0.034482759,0.25,0.125,0.045454545
79,mororo,angico,3,0.016949153,-0.333333333,-0.083333333,0.022727273
79,mororo,angico,4,0,0,0,0
79,mororo,angico,6,0.016393443,0,0,0.025641026
79,mororo,angico,7,1,1,0.045454545,0.295918367
79,mororo,angico,8,1,1,0.2,0.292929293
79,mororo,angico,9,1,1,0.037037037,0.310679612
79,mororo,aroeira,1,0.014084507,0.142857143,0.2,0.076923077
79,mororo,aroeira,2,0,0.333333333,0.222222222,0
79,mororo,aroeira,3,0.014492754,-0.6,-0.073170732,0.066666667
79,mororo,aroeira,4,-0.014084507,0,0,-0.076923077
79,mororo,aroeira,6,-0.007194245,0,0,-0.04
79,mororo,aroeira,7,-0.161290323,0,0,-0.476190476
79,mororo,aroeira,8,0.014084507,0,0,0.071428571
79,mororo,aroeira,9,0.014084507,0.333333333,0.25,0.047619048
79,mororo,cating,1,0.015873016,0.166666667,0.181818182,0.024390244
79,mororo,cating,2,0.034482759,0.25,0.125,0.045454545
79,mororo,cating,3,0.016949153,-0.333333333,-0.083333333,0.022727273
79,mororo,cating,4,0,0,0,0
79,mororo,cating,6,0.016393443,0,0,0.025641026
79,mororo,cating,7,1,1,0.045454545,0.295918367
79,mororo,cating,8,1,1,0.2,0.292929293
79,mororo,cating,9,1,1,0.037037037,0.310679612
84,mororo,angico,1,0.255813953,-0.25,-0.181818182,0.166666667
84,mororo,angico,2,0.238095238,-0.25,-0.142857143,0.15625
84,mororo,angico,3,0.255813953,-0.6,-0.25,0.164179104
84,mororo,angico,4,0.227272727,-0.6,-0.3,0.15625
84,mororo,angico,6,0.255813953,0,0,0.174603175
84,mororo,angico,7,0.238095238,0,0,0.158730159
84,mororo,angico,8,-1,-1,-0.25,-0.228571429
84,mororo,angico,9,-1,-1,-0.038461538,-0.225352113
84,mororo,aroeira,1,-0.061728395,0,0,-0.555555556
84,mororo,aroeira,2,-0.063291139,0,0,-0.5
84,mororo,aroeira,3,-0.088607595,0,0,-0.583333333
84,mororo,aroeira,4,-0.088607595,-0.111111111,-0.142857143,-0.583333333
84,mororo,aroeira,6,-0.075,0.2,0.142857143,-0.6
84,mororo,aroeira,7,-0.075,0.2,0.166666667,-0.6
84,mororo,aroeira,8,-0.102564103,-0.333333333,-0.125,-0.615384615
84,mororo,aroeira,9,-0.28358209,0,0,-0.612903226
84,mororo,cating,1,0.255813953,-0.25,-0.181818182,0.166666667
84,mororo,cating,2,0.238095238,-0.25,-0.142857143,0.15625
84,mororo,cating,3,0.255813953,-0.6,-0.25,0.164179104
84,mororo,cating,4,0.227272727,-0.6,-0.3,0.15625
84,mororo,cating,6,0.255813953,0,0,0.174603175
84,mororo,cating,7,0.238095238,0,0,0.158730159
84,mororo,cating,8,-1,-1,-0.25,-0.228571429
84,mororo,cating,9,-1,-1,-0.038461538,-0.225352113
93,mororo,angico,1,0.38,0.066666667,0.125,0.487179487
93,mororo,angico,2,0.333333333,0.066666667,0.090909091,0.5
93,mororo,angico,3,0.292929293,-0.090909091,-0.125,0.439393939
93,mororo,angico,4,0.292929293,-0.333333333,-0.571428571,0.446153846
93,mororo,angico,6,0.32,0.2,0.2,0.484848485
93,mororo,angico,7,0.326530612,-0.2,-0.052631579,0.470588235
93,mororo,angico,8,0.313131313,0,0,0.462686567
93,mororo,angico,9,0.306122449,0,0,0.447761194
93,mororo,aroeira,1,-0.034482759,-0.176470588,-0.214285714,-0.105263158
93,mororo,aroeira,2,-0.169230769,-0.176470588,-0.15,-0.55
93,mororo,aroeira,3,-0.114285714,0.5,0.090909091,-0.470588235
93,mororo,aroeira,4,-0.153284672,0.333333333,0.090909091,-0.552631579
93,mororo,aroeira,6,-0.130434783,0.333333333,0.125,-0.529411765
93,mororo,aroeira,7,-0.147058824,0.333333333,0.142857143,-0.555555556
93,mororo,aroeira,8,0.016949153,0.333333333,0.111111111,0.05
93,mororo,aroeira,9,-0.114285714,0.333333333,0.25,-0.333333333
93,mororo,cating,1,0.38,0.066666667,0.125,0.487179487
93,mororo,cating,2,0.333333333,0.066666667,0.090909091,0.5
93,mororo,cating,3,0.292929293,-0.090909091,-0.125,0.439393939
93,mororo,cating,4,0.292929293,-0.333333333,-0.571428571,0.446153846
93,mororo,cating,6,0.32,0.2,0.2,0.484848485
93,mororo,cating,7,0.326530612,-0.2,-0.052631579,0.470588235
93,mororo,cating,8,0.313131313,0,0,0.462686567
93,mororo,cating,9,0.306122449,0,0,0.447761194
152,mororo,angico,1,-0.174603175,-0.272727273,-0.3,-0.244444444
152,mororo,angico,2,-0.193548387,-0.111111111,-0.076923077,-0.266666667
152,mororo,angico,3,-0.166666667,0.6,0.2,-0.212765957
152,mororo,angico,4,-0.15625,0,0,-0.227272727
152,mororo,angico,6,-0.174603175,0,0,-0.261904762
152,mororo,angico,7,-0.174603175,0,0,-0.255813953
152,mororo,angico,8,-0.15625,0,0,-0.23255814
152,mororo,angico,9,-1,-1,-0.038461538,-0.521126761
152,mororo,aroeira,1,0,0.130434783,0.214285714,0
152,mororo,aroeira,2,-0.032258065,0,0,-0.117647059
152,mororo,aroeira,3,-0.016393443,-0.111111111,-0.026315789,-0.055555556
152,mororo,aroeira,4,-0.032258065,0.333333333,0.181818182,-0.111111111
152,mororo,aroeira,6,-0.049180328,0.5,0.222222222,-0.166666667
152,mororo,aroeira,7,-0.066666667,0.333333333,0.142857143,-0.210526316
152,mororo,aroeira,8,-1,-1,-0.111111111,-0.666666667
152,mororo,aroeira,9,-1,-1,-0.25,-0.581818182
152,mororo,cating,1,-0.174603175,-0.272727273,-0.3,-0.244444444
152,mororo,cating,2,-0.193548387,-0.111111111,-0.076923077,-0.266666667
152,mororo,cating,3,-0.166666667,0.6,0.2,-0.212765957
152,mororo,cating,4,-0.15625,0,0,-0.227272727
152,mororo,cating,6,-0.174603175,0,0,-0.261904762
152,mororo,cating,7,-0.174603175,0,0,-0.255813953
152,mororo,cating,8,-0.15625,0,0,-0.23255814
152,mororo,cating,9,-1,-1,-0.038461538,-0.521126761
28,paubranco,angico,1,-0.087719298,0.25,0.153846154,-0.111111111
28,paubranco,angico,2,-0.016949153,0.25,0.125,-0.024390244
28,paubranco,angico,3,-0.034482759,0.25,0.166666667,-0.045454545
28,paubranco,angico,4,-0.066666667,0.333333333,0.181818182,-0.093023256
28,paubranco,angico,6,-0.034482759,0,0,-0.05
28,paubranco,angico,7,-0.087719298,0.5,0.090909091,-0.11627907
28,paubranco,angico,8,-0.068965517,0,0,-0.093023256
28,paubranco,angico,9,-0.068965517,0,0,-0.090909091
28,paubranco,aroeira,1,0.4,0.285714286,0.421052632,0.384615385
28,paubranco,aroeira,2,0.186440678,0.307692308,0.307692308,0.323529412
28,paubranco,aroeira,3,0.157894737,-0.8,-0.195121951,0.272727273
28,paubranco,aroeira,4,0.147540984,-0.666666667,-0.4,0.290322581
28,paubranco,aroeira,6,0.152542373,0,0,0.290322581
28,paubranco,aroeira,7,0.166666667,0,0,0.3125
28,paubranco,aroeira,8,0.161290323,0.5,0.2,0.3125
28,paubranco,aroeira,9,0.206896552,0,0,0.272727273
28,paubranco,cating,1,-0.087719298,0.25,0.153846154,-0.111111111
28,paubranco,cating,2,-0.016949153,0.25,0.125,-0.024390244
28,paubranco,cating,3,-0.034482759,0.25,0.166666667,-0.045454545
28,paubranco,cating,4,-0.066666667,0.333333333,0.181818182,-0.093023256
28,paubranco,cating,6,-0.034482759,0,0,-0.05
28,paubranco,cating,7,-0.087719298,0.5,0.090909091,-0.11627907
28,paubranco,cating,8,-0.068965517,0,0,-0.093023256
28,paubranco,cating,9,-0.068965517,0,0,-0.090909091
33,paubranco,angico,1,-0.265306122,-0.142857143,-0.090909091,-0.245283019
33,paubranco,angico,2,-0.272727273,-0.142857143,-0.071428571,-0.222222222
33,paubranco,angico,3,-0.291666667,0.5,0.142857143,-0.254545455
33,paubranco,angico,4,-0.333333333,0.5,0.166666667,-0.267857143
33,paubranco,angico,6,-0.304347826,0.5,0.285714286,-0.269230769
33,paubranco,angico,7,-0.333333333,0.5,0.090909091,-0.277777778
33,paubranco,angico,8,-0.291666667,0,0,-0.264150943
33,paubranco,angico,9,-0.58974359,0,0,-0.365079365
33,paubranco,aroeira,1,0.254901961,-0.909090909,-1,0.317073171
33,paubranco,aroeira,2,0,-0.833333333,-0.384615385,0
33,paubranco,aroeira,3,-1,-1,-0.023809524,-0.645833333
33,paubranco,aroeira,4,-1,-1,-0.272727273,-0.6875
33,paubranco,aroeira,6,-1,-1,-0.125,-0.70212766
33,paubranco,aroeira,7,-1,-1,-0.142857143,-0.70212766
33,paubranco,aroeira,8,-1,-1,-0.111111111,-0.666666667
33,paubranco,aroeira,9,-1,-1,-0.25,-0.618181818
33,paubranco,cating,1,-0.265306122,-0.142857143,-0.090909091,-0.245283019
33,paubranco,cating,2,-0.272727273,-0.142857143,-0.071428571,-0.222222222
33,paubranco,cating,3,-0.291666667,0.5,0.142857143,-0.254545455
33,paubranco,cating,4,-0.333333333,0.5,0.166666667,-0.267857143
33,paubranco,cating,6,-0.304347826,0.5,0.285714286,-0.269230769
33,paubranco,cating,7,-0.333333333,0.5,0.090909091,-0.277777778
33,paubranco,cating,8,-0.291666667,0,0,-0.264150943
33,paubranco,cating,9,-0.58974359,0,0,-0.365079365
52,paubranco,angico,1,0.362318841,0.333333333,0.357142857,0.337837838
52,paubranco,angico,2,0.416666667,0.285714286,0.25,0.379746835
52,paubranco,angico,3,0.507246377,-0.2,-0.090909091,0.388888889
52,paubranco,angico,4,0.424657534,0,0,0.382716049
52,paubranco,angico,6,0.428571429,0.5,0.285714286,0.384615385
52,paubranco,angico,7,0.452054795,0,0,0.402439024
52,paubranco,angico,8,0.479452055,0,0,0.406976744
52,paubranco,angico,9,0.47826087,0,0,0.38372093
52,paubranco,aroeira,1,-0.142857143,0,0,-0.785714286
52,paubranco,aroeira,2,-0.153846154,0,0,-0.857142857
52,paubranco,aroeira,3,-0.123287671,-0.8,-0.195121951,-0.5625
52,paubranco,aroeira,4,-0.2,-0.333333333,-0.1,-0.833333333
52,paubranco,aroeira,6,-0.146666667,-0.333333333,-0.142857143,-0.733333333
52,paubranco,aroeira,7,-0.146666667,0,0,-0.733333333
52,paubranco,aroeira,8,-0.150684932,0,0,-0.647058824
52,paubranco,aroeira,9,-0.123287671,0,0,-0.391304348
52,paubranco,cating,1,0.362318841,0.333333333,0.357142857,0.337837838
52,paubranco,cating,2,0.416666667,0.285714286,0.25,0.379746835
52,paubranco,cating,3,0.507246377,-0.2,-0.090909091,0.388888889
52,paubranco,cating,4,0.424657534,0,0,0.382716049
52,paubranco,cating,6,0.428571429,0.5,0.285714286,0.384615385
52,paubranco,cating,7,0.452054795,0,0,0.402439024
52,paubranco,cating,8,0.479452055,0,0,0.406976744
52,paubranco,cating,9,0.47826087,0,0,0.38372093
110,paubranco,angico,1,-0.413793103,0,0,-0.444444444
110,paubranco,angico,2,-0.6,0.2,0.0625,-0.387096774
110,paubranco,angico,3,-0.294117647,0,0,-0.277777778
110,paubranco,angico,4,-0.36,-0.2,-0.111111111,-0.327272727
110,paubranco,angico,6,-0.294117647,0.333333333,0.166666667,-0.3
110,paubranco,angico,7,-0.294117647,0,0,-0.294117647
110,paubranco,angico,8,-0.307692308,0,0,-0.307692308
110,paubranco,angico,9,-0.32,0,0,-0.296296296
110,paubranco,aroeira,1,0.084745763,0.083333333,0.166666667,0.2
110,paubranco,aroeira,2,0.014925373,0.083333333,0.111111111,0.066666667
110,paubranco,aroeira,3,0.043478261,0.052631579,0.029411765,0.166666667
110,paubranco,aroeira,4,-0.029411765,-0.4,-0.5,-0.133333333
110,paubranco,aroeira,6,0.029411765,-0.2,-0.166666667,0.125
110,paubranco,aroeira,7,0.043478261,-0.2,-0.2,0.176470588
110,paubranco,aroeira,8,0.014925373,0,0,0.0625
110,paubranco,aroeira,9,-1,-1,-0.25,-0.581818182
110,paubranco,cating,1,-0.413793103,0,0,-0.444444444
110,paubranco,cating,2,-0.6,0.2,0.0625,-0.387096774
110,paubranco,cating,3,-0.294117647,0,0,-0.277777778
110,paubranco,cating,4,-0.36,-0.2,-0.111111111,-0.327272727
110,paubranco,cating,6,-0.294117647,0.333333333,0.166666667,-0.3
110,paubranco,cating,7,-0.294117647,0,0,-0.294117647
110,paubranco,cating,8,-0.307692308,0,0,-0.307692308
110,paubranco,cating,9,-0.32,0,0,-0.296296296
146,paubranco,angico,1,-0.087719298,-0.142857143,-0.090909091,-0.111111111
146,paubranco,angico,2,-0.192982456,0,0,-0.234042553
146,paubranco,angico,3,-0.142857143,-0.142857143,-0.1,-0.166666667
146,paubranco,angico,4,-0.127272727,-0.142857143,-0.125,-0.14893617
146,paubranco,angico,6,-1,-1,-0.166666667,-0.514705882
146,paubranco,angico,7,-1,-1,-0.047619048,-0.507246377
146,paubranco,angico,8,0,0,0,0
146,paubranco,angico,9,0,0,0,0
146,paubranco,aroeira,1,0,0.181818182,0.25,0
146,paubranco,aroeira,2,0.012658228,0.846153846,0.297297297,0.111111111
146,paubranco,aroeira,3,1,1,0.066666667,0.441860465
146,paubranco,aroeira,4,1,1,0.153846154,0.460674157
146,paubranco,aroeira,6,1,1,0.111111111,0.459770115
146,paubranco,aroeira,7,1,1,0.125,0.459770115
146,paubranco,aroeira,8,1,1,0.1,0.454545455
146,paubranco,aroeira,9,1,1,0.2,0.408602151
146,paubranco,cating,1,-0.087719298,-0.142857143,-0.090909091,-0.111111111
146,paubranco,cating,2,-0.192982456,0,0,-0.234042553
146,paubranco,cating,3,-0.142857143,-0.142857143,-0.1,-0.166666667
146,paubranco,cating,4,-0.127272727,-0.142857143,-0.125,-0.14893617
146,paubranco,cating,6,-1,-1,-0.166666667,-0.514705882
146,paubranco,cating,7,-1,-1,-0.047619048,-0.507246377
146,paubranco,cating,8,0,0,0,0
146,paubranco,cating,9,0,0,0,0
66,pereiro,angico,1,-0.181818182,-0.111111111,-0.1,-0.272727273
66,pereiro,angico,2,-0.066666667,0.333333333,0.117647059,-0.142857143
66,pereiro,angico,3,-0.111111111,0.333333333,0.153846154,-0.2
66,pereiro,angico,4,-0.095890411,0.333333333,0.181818182,-0.184210526
66,pereiro,angico,6,-0.095890411,0.5,0.285714286,-0.2
66,pereiro,angico,7,-0.108108108,0.6,0.130434783,-0.222222222
66,pereiro,angico,8,-0.068493151,0,0,-0.138888889
66,pereiro,angico,9,1,1,0.037037037,0.317307692
66,pereiro,aroeira,1,-0.014925373,0,0,-0.071428571
66,pereiro,aroeira,2,0.060606061,0,0,0.2
66,pereiro,aroeira,3,0.03030303,0.777777778,0.145833333,0.111111111
66,pereiro,aroeira,4,0.046153846,0.333333333,0.181818182,0.15
66,pereiro,aroeira,6,0.03125,0,0,0.111111111
66,pereiro,aroeira,7,0.046153846,0,0,0.157894737
66,pereiro,aroeira,8,0.044776119,0,0,0.157894737
66,pereiro,aroeira,9,0.046153846,0,0,0.111111111
66,pereiro,cating,1,-0.181818182,-0.111111111,-0.1,-0.272727273
66,pereiro,cating,2,-0.066666667,0.333333333,0.117647059,-0.142857143
66,pereiro,cating,3,-0.111111111,0.333333333,0.153846154,-0.2
66,pereiro,cating,4,-0.095890411,0.333333333,0.181818182,-0.184210526
66,pereiro,cating,6,-0.095890411,0.5,0.285714286,-0.2
66,pereiro,cating,7,-0.108108108,0.6,0.130434783,-0.222222222
66,pereiro,cating,8,-0.068493151,0,0,-0.138888889
66,pereiro,cating,9,1,1,0.037037037,0.317307692
82,pereiro,angico,1,-0.137254902,-0.428571429,-0.25,-0.142857143
82,pereiro,angico,2,-0.12,-0.428571429,-0.2,-0.125
82,pereiro,angico,3,-0.12,-0.428571429,-0.272727273,-0.12
82,pereiro,angico,4,-0.16,-0.333333333,-0.222222222,-0.16
82,pereiro,angico,6,-0.130434783,-0.6,-0.6,-0.125
82,pereiro,angico,7,-0.176470588,-0.333333333,-0.05,-0.1875
82,pereiro,angico,8,1,1,0.2,0.213483146
82,pereiro,angico,9,1,1,0.037037037,0.22826087
82,pereiro,aroeira,1,-0.081081081,-0.081081081,-0.75,-0.461538462
82,pereiro,aroeira,2,-0.054054054,-0.173913043,-1,-0.333333333
82,pereiro,aroeira,3,-0.093333333,0.4,0.181818182,-0.5
82,pereiro,aroeira,4,-0.093333333,0.2,0.222222222,-0.5
82,pereiro,aroeira,6,-0.12,0,0,-0.642857143
82,pereiro,aroeira,7,-0.12,0.333333333,0.142857143,-0.642857143
82,pereiro,aroeira,8,-0.108108108,0.333333333,0.111111111,-0.533333333
82,pereiro,aroeira,9,1,1,0.2,0.375
82,pereiro,cating,1,-0.137254902,-0.428571429,-0.25,-0.142857143
82,pereiro,cating,2,-0.12,-0.428571429,-0.2,-0.125
82,pereiro,cating,3,-0.12,-0.428571429,-0.272727273,-0.12
82,pereiro,cating,4,-0.16,-0.333333333,-0.222222222,-0.16
82,pereiro,cating,6,-0.130434783,-0.6,-0.6,-0.125
82,pereiro,cating,7,-0.176470588,-0.333333333,-0.05,-0.1875
82,pereiro,cating,8,1,1,0.2,0.213483146
82,pereiro,cating,9,1,1,0.037037037,0.22826087
101,pereiro,angico,1,-0.142857143,0.2,0.166666667,-0.170212766
101,pereiro,angico,2,-0.222222222,0.5,0.210526316,-0.244897959
101,pereiro,angico,3,-0.178571429,0.5,0.266666667,-0.204081633
101,pereiro,angico,4,-0.214285714,0.5,0.307692308,-0.244897959
101,pereiro,angico,6,-0.192982456,0.428571429,0.428571429,-0.244444444
101,pereiro,angico,7,-0.236363636,0,0,-0.270833333
101,pereiro,angico,8,1,1,0.2,0.239130435
101,pereiro,angico,9,1,1,0.037037037,0.22826087
101,pereiro,aroeira,1,0,-0.1,-0.166666667,0
101,pereiro,aroeira,2,-0.076923077,-0.052631579,-0.055555556,-0.545454545
101,pereiro,aroeira,3,-0.027027027,-0.052631579,-0.03030303,-0.166666667
101,pereiro,aroeira,4,-0.01369863,-0.166666667,-0.333333333,-0.083333333
101,pereiro,aroeira,6,-0.027777778,-0.142857143,-0.2,-0.166666667
101,pereiro,aroeira,7,-0.027027027,0,0,-0.181818182
101,pereiro,aroeira,8,-0.04109589,0,0,-0.230769231
101,pereiro,aroeira,9,-0.04109589,0,0,-0.15
101,pereiro,cating,1,-0.142857143,0.2,0.166666667,-0.170212766
101,pereiro,cating,2,-0.222222222,0.5,0.210526316,-0.244897959
101,pereiro,cating,3,-0.178571429,0.5,0.266666667,-0.204081633
101,pereiro,cating,4,-0.214285714,0.5,0.307692308,-0.244897959
101,pereiro,cating,6,-0.192982456,0.428571429,0.428571429,-0.244444444
101,pereiro,cating,7,-0.236363636,0,0,-0.270833333
101,pereiro,cating,8,1,1,0.2,0.239130435
101,pereiro,cating,9,1,1,0.037037037,0.22826087
129,pereiro,angico,1,0.404255319,0.166666667,0.181818182,0.25
129,pereiro,angico,2,0.454545455,0.166666667,0.142857143,0.256410256
129,pereiro,angico,3,0.348837209,0.25,0.166666667,0.205479452
129,pereiro,angico,4,0.422222222,0.111111111,0.125,0.246753247
129,pereiro,angico,6,0.434782609,0,0,0.266666667
129,pereiro,angico,7,0.434782609,0,0,0.263157895
129,pereiro,angico,8,1,1,0.2,0.31372549
129,pereiro,angico,9,1,1,0.037037037,0.310679612
129,pereiro,aroeira,1,-0.101449275,0.043478261,0.090909091,-0.4375
129,pereiro,aroeira,2,-0.090909091,0.083333333,0.111111111,-0.352941176
129,pereiro,aroeira,3,-0.171428571,0,0,-0.631578947
129,pereiro,aroeira,4,-0.098591549,0,0,-0.4375
129,pereiro,aroeira,6,-0.098591549,0.333333333,0.125,-0.466666667
129,pereiro,aroeira,7,0.047619048,0.333333333,0.142857143,0.15
129,pereiro,aroeira,8,-0.081081081,0.6,0.272727273,-0.428571429
129,pereiro,aroeira,9,-0.085714286,0.333333333,0.25,-0.260869565
129,pereiro,cating,1,0.404255319,0.166666667,0.181818182,0.25
129,pereiro,cating,2,0.454545455,0.166666667,0.142857143,0.256410256
129,pereiro,cating,3,0.348837209,0.25,0.166666667,0.205479452
129,pereiro,cating,4,0.422222222,0.111111111,0.125,0.246753247
129,pereiro,cating,6,0.434782609,0,0,0.266666667
129,pereiro,cating,7,0.434782609,0,0,0.263157895
129,pereiro,cating,8,1,1,0.2,0.31372549
129,pereiro,cating,9,1,1,0.037037037,0.310679612
147,pereiro,angico,1,-0.306122449,-0.25,-0.181818182,-0.277777778
147,pereiro,angico,2,-0.288888889,-0.142857143,-0.071428571,-0.240740741
147,pereiro,angico,3,-0.333333333,-0.142857143,-0.1,-0.285714286
147,pereiro,angico,4,-0.24,0,0,-0.230769231
147,pereiro,angico,6,-0.265306122,0,0,-0.26
147,pereiro,angico,7,-0.291666667,0,0,-0.269230769
147,pereiro,angico,8,-0.265306122,0.333333333,0.25,-0.25
147,pereiro,angico,9,-0.265306122,0,0,-0.245283019
147,pereiro,aroeira,1,0.093023256,0.263157895,0.263157895,0.5
147,pereiro,aroeira,2,0.139240506,0.263157895,0.2,0.458333333
147,pereiro,aroeira,3,0.188405797,0.176470588,0.078947368,0.393939394
147,pereiro,aroeira,4,0.139240506,0.428571429,0.461538462,0.44
147,pereiro,aroeira,6,0.153846154,0.111111111,0.2,0.461538462
147,pereiro,aroeira,7,0.142857143,-0.111111111,-0.333333333,0.44
147,pereiro,aroeira,8,0.116883117,0.111111111,0.166666667,0.391304348
147,pereiro,aroeira,9,0.128205128,0,0,0.322580645
147,pereiro,cating,1,-0.306122449,-0.25,-0.181818182,-0.277777778
147,pereiro,cating,2,-0.288888889,-0.142857143,-0.071428571,-0.240740741
147,pereiro,cating,3,-0.333333333,-0.142857143,-0.1,-0.285714286
147,pereiro,cating,4,-0.24,0,0,-0.230769231
147,pereiro,cating,6,-0.265306122,0,0,-0.26
147,pereiro,cating,7,-0.291666667,0,0,-0.269230769
